sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,is_renewal_needed,is_new_development,built_year,has_ac,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_storage_room,energy_certificate,has_parking,neighborhood,district,neigh_price_m2,house_type
63.0,2,1.0,1.0,125000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
60.0,2,1.0,3.0,140000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
81.0,2,2.0,0.0,166000,0,0,1960.0,1,0,1,0,0,0,1,3.0,0,los cármenes,latina,2458.61,Dúplex
80.0,3,1.0,2.0,189000,0,0,1970.0,1,1,1,0,0,1,0,6.0,0,águilas,latina,2110.34,Pisos
120.0,3,1.0,3.0,269000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
55.0,1,1.0,1.0,180000,0,0,1970.0,0,1,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
50.0,3,1.0,4.0,100000,0,0,1965.0,0,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
260.0,4,3.0,8.0,899000,1,0,1960.0,0,1,1,0,0,0,1,3.0,1,puerta del ángel,latina,2443.62,Pisos
50.0,2,1.0,0.0,139000,0,0,1968.0,1,0,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
64.0,3,1.0,-1.0,99900,0,0,1968.0,1,0,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
67.0,3,1.0,4.0,238000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
117.0,2,1.0,0.0,200000,1,0,1958.0,0,1,1,0,0,0,0,2.0,0,puerta del ángel,latina,2443.62,Dúplex
100.0,3,2.0,0.0,270000,1,0,1950.0,1,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
47.0,2,1.0,4.0,195000,1,0,1930.0,0,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
78.0,3,1.0,1.0,179000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
80.0,3,1.0,4.0,185000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
70.0,3,1.0,3.0,169000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,aluche,latina,2190.48,Pisos
130.0,3,2.0,5.0,360000,0,0,1970.0,0,1,1,0,0,1,0,3.0,1,aluche,latina,2190.48,Pisos
107.0,4,2.0,2.0,230000,1,0,1970.0,0,1,1,0,0,1,0,2.0,0,aluche,latina,2190.48,Pisos
60.0,2,1.0,4.0,185000,0,0,1960.0,0,0,1,0,0,0,1,3.0,0,lucero,latina,2363.25,Pisos
77.0,3,1.0,5.0,199000,1,0,1970.0,1,0,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
59.0,2,1.0,2.0,158900,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
75.0,3,1.0,1.0,138000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
61.0,3,1.0,3.0,210000,0,0,1970.0,1,0,1,0,0,0,0,1.0,0,puerta del ángel,latina,2443.62,Pisos
88.0,3,1.0,5.0,190000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
70.0,2,1.0,2.0,200000,0,0,2005.0,0,1,1,0,0,0,1,3.0,1,águilas,latina,2110.34,Pisos
75.0,1,1.0,0.0,175000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
65.0,2,1.0,4.0,129000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
67.0,2,1.0,0.0,120000,1,0,1965.0,0,0,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
53.0,2,1.0,2.0,129000,0,0,1965.0,1,0,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
115.0,4,2.0,6.0,215000,1,0,1970.0,1,1,1,0,0,0,1,3.0,0,águilas,latina,2110.34,Pisos
80.0,2,2.0,1.0,240000,0,0,1970.0,0,1,1,0,0,1,0,7.0,1,puerta del ángel,latina,2443.62,Pisos
67.0,3,1.0,2.0,135000,1,0,1970.0,0,0,1,0,0,0,0,3.0,1,águilas,latina,2110.34,Pisos
54.0,2,1.0,2.0,129000,0,0,1966.0,1,0,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
75.0,3,1.0,1.0,172000,0,0,1965.0,0,0,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
93.0,3,1.0,2.0,219000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
110.0,4,2.0,0.5,235000,0,0,1968.0,0,0,1,0,0,0,1,3.0,0,lucero,latina,2363.25,Pisos
53.0,2,1.0,3.0,117000,0,0,1963.0,0,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
96.0,4,2.0,4.0,265000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
75.0,2,1.0,5.0,139000,1,0,1970.0,0,1,1,0,0,1,1,1.0,0,aluche,latina,2190.48,Pisos
104.0,3,3.0,1.0,350000,0,0,1999.0,1,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
120.0,4,2.0,8.0,290000,0,0,1974.0,0,1,1,0,0,1,1,3.0,1,aluche,latina,2190.48,Pisos
70.0,2,1.0,2.0,150000,0,0,1957.0,1,0,1,0,0,0,0,4.0,0,puerta del ángel,latina,2443.62,Pisos
63.0,2,1.0,2.0,139000,0,0,1970.0,0,0,1,0,0,0,1,3.0,0,lucero,latina,2363.25,Pisos
65.0,3,1.0,1.0,126000,0,0,1968.0,0,0,1,0,0,1,0,3.0,0,campamento,latina,2275.63,Pisos
71.0,3,1.0,4.0,170000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
122.0,3,2.0,8.0,380000,0,0,1970.0,1,1,1,0,0,0,0,4.0,1,aluche,latina,2190.48,Pisos
80.0,3,1.0,2.0,198000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
130.0,4,2.0,9.0,385000,0,0,1969.0,1,1,1,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Pisos
80.0,3,1.0,3.0,205000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
63.0,2,1.0,1.0,220000,0,0,1970.0,1,1,0,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
80.0,3,1.0,1.0,147500,0,0,1962.0,1,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
71.0,3,1.0,1.0,156600,1,0,1977.0,1,0,0,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
50.0,1,1.0,0.5,150000,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
71.0,3,1.0,2.0,125599,0,0,1970.0,0,0,0,0,0,0,0,1.0,0,campamento,latina,2275.63,Pisos
75.0,3,1.0,5.0,185000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,aluche,latina,2190.48,Pisos
80.0,2,1.0,1.0,152000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
70.0,3,1.0,3.0,198000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,campamento,latina,2275.63,Pisos
26.0,0,1.0,2.0,99900,0,0,1926.0,1,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
84.0,3,1.0,1.0,270000,0,0,1970.0,1,1,1,0,0,1,1,3.0,1,aluche,latina,2190.48,Pisos
53.0,2,1.0,2.0,129000,0,0,1966.0,1,0,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
270.0,3,2.0,-1.0,315000,1,0,1970.0,0,0,0,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Pisos
72.0,3,1.0,3.0,139000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
54.0,1,1.0,2.0,180000,0,0,2007.0,0,1,0,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
55.0,1,1.0,2.0,140000,0,0,2004.0,1,1,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
79.0,4,1.0,0.5,170000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
160.0,4,2.0,4.0,418000,0,0,1970.0,1,1,0,0,0,1,1,3.0,1,aluche,latina,2190.48,Pisos
89.0,3,1.0,1.0,180000,0,0,1971.0,0,1,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
62.0,3,1.0,0.0,126000,0,0,1968.0,0,0,1,0,0,0,0,3.0,0,campamento,latina,2275.63,Pisos
73.0,3,1.0,3.0,195000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
90.0,3,2.0,1.0,265000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,campamento,latina,2275.63,Pisos
81.0,2,1.0,6.0,230000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
103.0,3,1.0,0.0,185000,0,0,1960.0,0,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
64.0,3,1.0,0.0,165000,1,0,1971.0,0,0,1,0,0,1,0,2.0,0,campamento,latina,2275.63,Pisos
64.0,2,1.0,0.0,150000,0,0,1965.0,1,1,1,0,0,0,0,4.0,0,puerta del ángel,latina,2443.62,Pisos
89.0,4,1.0,5.0,154000,0,0,1978.0,0,1,1,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Dúplex
65.0,3,1.0,2.0,148270,1,0,1967.0,0,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
62.0,3,1.0,2.0,148270,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
65.0,2,1.0,0.0,189000,0,0,1969.0,1,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
127.0,4,2.0,2.0,290000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Áticos
65.0,2,1.0,3.0,110000,1,0,1965.0,1,0,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
127.0,4,2.0,2.0,290000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Áticos
80.0,2,1.0,3.0,248000,0,0,1970.0,0,1,1,0,0,1,0,1.0,1,los cármenes,latina,2458.61,Pisos
78.0,1,1.0,7.0,209000,0,0,1999.0,0,1,0,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
43.0,2,1.0,2.0,115000,0,0,1967.0,0,0,0,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
82.0,3,1.0,0.0,167000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
37.0,1,1.0,2.0,154000,0,0,2007.0,0,1,0,0,0,1,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
100.0,3,2.0,0.0,130000,0,0,1952.0,0,0,1,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Pisos
77.0,3,1.0,2.0,149000,1,0,1965.0,0,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
40.0,1,1.0,1.0,155000,0,0,1927.0,0,0,0,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
67.0,2,1.0,4.0,210000,0,0,1970.0,1,0,1,0,0,0,1,3.0,0,aluche,latina,2190.48,Pisos
67.0,2,1.0,4.0,155000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
96.0,4,2.0,2.0,270000,0,0,1971.0,1,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
77.0,3,1.0,1.0,196000,0,0,1975.0,0,1,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
120.0,4,2.0,2.0,550000,0,0,1970.0,0,0,0,0,0,0,1,3.0,1,campamento,latina,2275.63,Casa o chalet
74.0,3,1.0,3.0,229900,0,0,1965.0,1,1,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
95.0,2,1.0,0.0,199000,0,0,1969.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
59.0,3,1.0,0.0,145000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
57.0,2,1.0,3.0,134000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
130.0,4,2.0,1.0,420000,0,0,1970.0,0,1,1,0,0,1,1,3.0,1,aluche,latina,2190.48,Pisos
100.0,3,2.0,6.0,300000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,águilas,latina,2110.34,Pisos
117.0,4,2.0,3.0,365000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,águilas,latina,2110.34,Pisos
80.0,2,1.0,0.0,250000,0,0,1999.0,1,1,1,0,0,0,1,7.0,1,águilas,latina,2110.34,Pisos
79.0,3,1.0,6.0,190000,1,0,1970.0,0,1,1,0,0,1,1,3.0,1,águilas,latina,2110.34,Pisos
63.0,3,1.0,0.0,134000,1,0,1970.0,0,0,1,0,0,1,0,2.0,0,lucero,latina,2363.25,Pisos
93.0,3,1.0,3.0,250000,0,0,1967.0,1,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
90.0,3,1.0,1.0,210000,0,0,1969.0,0,1,1,0,0,0,1,4.0,0,lucero,latina,2363.25,Pisos
81.0,1,1.0,3.0,222000,0,0,2007.0,1,1,1,0,0,1,1,3.0,0,los cármenes,latina,2458.61,Áticos
46.0,2,1.0,0.5,119000,1,0,1969.0,0,0,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
75.0,2,1.0,0.5,185000,0,0,1968.0,0,1,1,0,1,0,1,3.0,0,aluche,latina,2190.48,Pisos
100.0,4,1.0,2.0,369000,1,0,1958.0,0,1,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
46.0,1,1.0,3.0,180000,0,0,2000.0,1,1,1,0,0,1,1,3.0,0,campamento,latina,2275.63,Áticos
75.0,2,1.0,4.0,155000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
74.0,3,1.0,1.0,220000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
78.0,2,1.0,1.0,183000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
64.0,2,1.0,1.0,125000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
78.0,2,1.0,2.0,154000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
80.0,2,1.0,0.0,265000,0,0,1970.0,0,1,1,0,0,1,1,3.0,1,campamento,latina,2275.63,Pisos
79.0,3,2.0,0.0,155000,1,0,1971.0,0,0,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
150.0,4,1.0,2.0,209900,0,0,1970.0,1,0,0,1,0,1,1,3.0,0,los cármenes,latina,2458.61,Casa o chalet
127.0,2,1.0,2.0,270000,0,0,1995.0,0,1,1,0,1,0,1,3.0,1,los cármenes,latina,2458.61,Pisos
123.0,2,2.0,4.0,375000,1,0,1957.0,0,1,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
63.0,2,1.0,2.0,220000,0,1,1970.0,0,1,1,0,0,0,0,7.0,0,puerta del ángel,latina,2443.62,Pisos
71.0,3,1.0,0.0,100000,0,0,1966.0,0,1,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
60.0,2,1.0,5.0,139900,0,0,1967.0,0,1,1,0,0,1,1,3.0,0,águilas,latina,2110.34,Pisos
51.0,1,1.0,2.0,148000,0,0,2006.0,0,1,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
50.0,1,1.0,2.0,148000,0,0,2006.0,0,1,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
59.0,1,1.0,0.0,159000,0,0,2006.0,0,1,0,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
42.0,1,1.0,0.0,128000,0,0,2006.0,0,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
62.0,3,1.0,2.0,148270,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
78.0,3,1.0,0.0,210000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
70.0,3,1.0,0.0,111000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
85.0,3,1.0,5.0,119000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
65.0,2,1.0,2.0,130000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,aluche,latina,2190.48,Pisos
53.0,2,1.0,2.0,129000,0,0,1970.0,1,0,1,0,0,1,0,1.0,0,lucero,latina,2363.25,Pisos
71.0,3,1.0,0.0,120000,1,0,1970.0,0,0,1,0,0,0,0,5.0,0,puerta del ángel,latina,2443.62,Pisos
91.0,4,2.0,2.0,270000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
72.0,3,1.0,5.0,155000,0,0,1970.0,1,0,1,0,0,1,1,3.0,1,águilas,latina,2110.34,Pisos
76.0,3,1.0,0.0,150000,0,0,1962.0,1,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
85.0,3,2.0,3.0,320000,0,0,1961.0,0,1,0,0,0,1,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
65.0,2,1.0,3.0,115000,0,0,1978.0,1,0,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
70.0,3,1.0,5.0,188000,0,0,1970.0,0,1,1,0,0,0,0,5.0,0,campamento,latina,2275.63,Pisos
136.0,4,2.0,8.0,335000,0,0,1970.0,1,1,1,0,0,1,1,3.0,1,aluche,latina,2190.48,Pisos
63.0,2,1.0,1.0,199000,0,0,1969.0,1,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
80.0,3,1.0,4.0,220000,0,0,1970.0,1,1,1,0,0,1,1,3.0,0,aluche,latina,2190.48,Pisos
95.0,3,2.0,1.0,286410,0,1,1970.0,0,1,1,0,0,0,1,3.0,0,campamento,latina,2275.63,Pisos
97.0,3,2.0,2.0,295650,0,1,1970.0,0,1,1,0,0,0,1,3.0,0,campamento,latina,2275.63,Pisos
69.0,2,2.0,0.0,124000,0,0,1956.0,1,0,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
63.0,2,1.0,5.0,135000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
44.0,1,1.0,0.0,90000,0,0,1960.0,1,0,1,0,0,0,0,3.0,0,águilas,latina,2110.34,Pisos
69.0,2,1.0,0.0,236000,0,1,1970.0,0,1,1,0,0,1,0,7.0,0,los cármenes,latina,2458.61,Pisos
75.0,2,1.0,4.0,150000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
70.0,0,2.0,1.0,210000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,malasaña-universidad,centro,3773.82,Pisos
81.0,3,1.0,3.0,169000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Dúplex
63.0,3,1.0,3.0,132000,0,0,1962.0,0,0,1,0,0,1,0,2.0,0,lucero,latina,2363.25,Pisos
65.0,3,1.0,1.0,126000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,campamento,latina,2275.63,Pisos
52.0,1,1.0,0.0,157000,0,0,2006.0,1,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
56.0,2,1.0,1.0,134000,0,0,1967.0,0,1,1,0,0,0,1,3.0,0,aluche,latina,2190.48,Pisos
190.0,5,3.0,5.0,490000,0,0,1983.0,1,1,1,0,0,1,0,3.0,1,campamento,latina,2275.63,Pisos
73.0,2,1.0,0.5,139000,0,0,1970.0,0,0,1,0,0,0,0,6.0,0,lucero,latina,2363.25,Pisos
73.0,2,1.0,6.0,250000,0,0,1994.0,1,1,1,0,1,0,0,3.0,0,lucero,latina,2363.25,Pisos
62.0,2,1.0,1.0,145000,0,0,1967.0,0,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
90.0,1,1.0,4.0,312000,0,0,2019.0,1,1,1,0,0,1,1,6.0,0,puerta del ángel,latina,2443.62,Áticos
88.0,3,1.0,2.0,279000,0,0,1959.0,1,1,1,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Pisos
65.0,2,1.0,1.0,132000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
74.0,3,1.0,6.0,169000,0,0,1970.0,0,1,1,0,0,0,1,3.0,0,campamento,latina,2275.63,Pisos
64.0,2,1.0,6.0,128000,1,0,1970.0,0,1,0,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
202.0,5,2.0,6.0,640000,1,0,1970.0,0,1,1,0,0,1,1,3.0,1,puerta del ángel,latina,2443.62,Pisos
75.0,3,1.0,5.0,244500,1,0,1960.0,0,1,1,0,0,1,0,3.0,1,los cármenes,latina,2458.61,Pisos
79.0,3,1.0,3.0,179900,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,águilas,latina,2110.34,Pisos
47.0,1,1.0,1.0,180000,0,0,1970.0,1,0,1,0,1,1,0,3.0,0,lucero,latina,2363.25,Pisos
72.0,1,1.0,0.0,162000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
105.0,1,1.0,0.0,245000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,aluche,latina,2190.48,Pisos
119.0,3,2.0,2.0,348000,1,0,1980.0,1,1,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
121.0,4,2.0,2.0,369000,0,0,1970.0,0,1,1,0,1,1,1,2.0,1,aluche,latina,2190.48,Pisos
81.0,3,1.0,1.0,195000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,los cármenes,latina,2458.61,Dúplex
85.0,2,1.0,1.0,215000,0,0,1970.0,1,0,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
56.0,3,1.0,0.0,108000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
88.0,3,2.0,1.0,198000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
112.0,5,3.0,0.0,165000,0,0,1964.0,0,0,1,0,0,0,0,3.0,0,campamento,latina,2275.63,Pisos
129.0,4,2.0,3.0,391000,0,1,1970.0,0,1,1,0,1,0,1,3.0,1,aluche,latina,2190.48,Pisos
120.0,3,2.0,1.0,330000,0,0,2000.0,1,1,1,0,0,0,1,3.0,1,lucero,latina,2363.25,Pisos
87.0,3,1.0,5.0,275000,0,0,1969.0,0,1,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
129.0,4,2.0,1.0,220000,0,0,1962.0,1,0,1,0,0,1,1,3.0,0,lucero,latina,2363.25,Pisos
92.0,3,1.0,4.0,209000,0,0,1962.0,0,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
41.0,2,1.0,0.0,105000,0,0,1965.0,0,0,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
74.0,2,1.0,2.0,159000,0,0,1964.0,1,0,1,0,0,1,0,3.0,0,lucero,latina,2363.25,Pisos
52.0,2,1.0,4.0,108000,0,0,1966.0,1,0,1,0,0,1,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
70.0,2,1.0,1.0,186000,0,0,1965.0,1,0,1,0,0,0,0,3.0,0,aluche,latina,2190.48,Pisos
59.0,3,1.0,0.0,125900,1,0,1970.0,0,0,0,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
140.0,4,2.0,1.0,560000,0,0,1970.0,0,1,1,0,0,0,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
78.0,2,2.0,5.0,275000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Pisos
86.0,3,1.0,2.0,267000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,los cármenes,latina,2458.61,Pisos
74.0,2,1.0,6.0,132000,0,0,1985.0,1,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
84.0,3,2.0,1.0,198000,0,0,1968.0,1,1,1,0,0,0,0,2.0,0,aluche,latina,2190.48,Pisos
75.0,3,2.0,3.0,179900,0,0,1970.0,1,0,1,0,0,1,0,3.0,1,aluche,latina,2190.48,Pisos
87.0,3,2.0,2.0,186000,1,0,1970.0,1,0,0,0,0,1,0,3.0,0,los cármenes,latina,2458.61,Casa o chalet
110.0,3,2.0,6.0,259500,0,0,1970.0,0,1,1,0,0,1,0,2.0,0,campamento,latina,2275.63,Pisos
63.0,1,1.0,1.0,179900,0,0,1994.0,0,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
70.0,4,1.0,2.0,143400,0,0,1960.0,1,0,0,0,0,1,1,3.0,0,los cármenes,latina,2458.61,Casa o chalet
110.0,3,1.0,1.0,227500,0,0,1974.0,1,1,1,0,0,0,1,3.0,0,aluche,latina,2190.48,Pisos
55.0,1,1.0,-1.0,90000,0,0,1970.0,1,0,0,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
66.0,2,2.0,0.0,194500,0,1,1970.0,0,1,1,0,0,0,1,3.0,0,campamento,latina,2275.63,Pisos
72.0,1,1.0,3.0,189500,0,1,1970.0,0,1,1,0,0,1,1,3.0,0,campamento,latina,2275.63,Áticos
69.0,2,2.0,1.0,210500,0,1,1970.0,0,1,1,0,0,0,1,3.0,0,campamento,latina,2275.63,Pisos
65.0,1,1.0,4.0,220000,0,0,2001.0,1,1,1,0,0,0,1,4.0,0,lucero,latina,2363.25,Pisos
59.0,1,1.0,0.0,167500,0,1,1970.0,0,1,1,0,0,0,1,3.0,0,lucero,latina,2363.25,Pisos
109.0,5,2.0,2.0,336000,0,0,1960.0,0,0,0,0,0,1,0,3.0,0,los cármenes,latina,2458.61,Casa o chalet
60.0,2,2.0,0.0,125900,1,0,1953.0,0,0,0,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
97.0,3,1.0,0.0,159900,1,0,1970.0,0,1,1,0,0,1,1,3.0,0,puerta del ángel,latina,2443.62,Pisos
76.0,3,1.0,4.0,210000,1,0,1970.0,1,1,1,0,0,0,0,3.0,0,puerta del ángel,latina,2443.62,Pisos
60.0,2,2.0,0.0,99000,1,0,1973.0,0,0,1,0,0,0,0,2.0,0,águilas,latina,2110.34,Pisos
51.0,2,1.0,2.0,125000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
67.0,3,1.0,2.0,150000,1,0,1960.0,0,0,0,0,0,0,0,3.0,0,los cármenes,latina,2458.61,Casa o chalet
72.0,3,1.0,3.0,175000,1,0,1960.0,1,1,1,0,0,0,0,3.0,0,lucero,latina,2363.25,Pisos
